Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:10:48;710.44113;0;0;;;;
25.9.2016 15:10:48;710.144445;0;0;;;;
25.9.2016 15:10:48;710.244798;0;0;;;;
25.9.2016 15:10:48;710.345121;0;0;;;;
25.9.2016 15:10:48;710.445435;0;0;;;;
25.9.2016 15:10:48;710.545760;0;0;;;;
25.9.2016 15:10:48;710.646083;0;0;;;;
25.9.2016 15:10:48;710.746411;0;0;;;;
25.9.2016 15:10:48;710.846730;0;0;;;;
25.9.2016 15:10:49;710.947046;0;0;;;;
25.9.2016 15:10:49;711.47369;0;0;;;;
25.9.2016 15:10:49;711.147734;0;0;;;;
25.9.2016 15:10:49;711.248075;0;0;;;;
25.9.2016 15:10:49;711.348400;0;0;;;;
25.9.2016 15:10:49;711.448704;0;0;;;;
25.9.2016 15:10:49;711.549030;0;0;;;;
25.9.2016 15:10:49;711.649348;0;0;;;;
25.9.2016 15:10:49;711.749675;0;0;;;;
25.9.2016 15:10:49;711.850004;0;0;;;;
25.9.2016 15:10:50;711.950330;0;0;;;;
25.9.2016 15:10:50;712.50665;0;0;;;;
25.9.2016 15:10:50;712.151007;0;0;;;;
25.9.2016 15:10:50;712.251326;0;0;;;;
25.9.2016 15:10:50;712.351639;0;0;;;;
25.9.2016 15:10:50;712.451916;0;0;;;;
25.9.2016 15:10:50;712.552195;0;0;;;;
25.9.2016 15:10:50;712.652505;0;0;;;;
25.9.2016 15:10:50;712.752855;0;0;;;;
25.9.2016 15:10:50;712.853167;0;0;;;;
25.9.2016 15:10:51;712.953488;0;0;;;;
25.9.2016 15:10:51;713.53817;0;0;;;;
25.9.2016 15:10:51;713.154133;0;0;;;;
25.9.2016 15:10:51;713.254454;0;0;;;;
25.9.2016 15:10:51;713.354767;0;0;;;;
25.9.2016 15:10:51;713.455075;0;0;;;;
25.9.2016 15:10:51;713.555397;0;0;;;;
25.9.2016 15:10:51;713.655722;0;0;;;;
25.9.2016 15:10:51;713.756056;0;0;;;;
25.9.2016 15:10:51;713.856377;0;0;;;;
25.9.2016 15:10:52;713.956704;0;0;;;;
25.9.2016 15:10:52;714.57011;0;0;;;;
25.9.2016 15:10:52;714.157334;0;0;;;;
25.9.2016 15:10:52;714.257672;0;0;;;;
25.9.2016 15:10:52;714.358033;0;0;;;;
25.9.2016 15:10:52;714.458393;0;0;;;;
25.9.2016 15:10:52;714.558755;0;0;;;;
25.9.2016 15:10:52;714.659119;0;0;;;;
25.9.2016 15:10:52;714.759494;0;0;;;;
25.9.2016 15:10:52;714.859859;0;0;;;;
25.9.2016 15:10:53;714.960234;0;0;;;;
25.9.2016 15:10:53;715.60610;0;0;;;;
25.9.2016 15:10:53;715.161058;0;0;;;;
25.9.2016 15:10:53;715.261434;0;0;;;;
25.9.2016 15:10:53;715.361819;0;0;;;;
25.9.2016 15:10:53;715.462180;0;0;;;;
25.9.2016 15:10:53;715.562564;0;0;;;;
25.9.2016 15:10:53;715.662933;0;0;;;;
25.9.2016 15:10:53;715.763314;0;0;;;;
25.9.2016 15:10:54;715.863678;0;0;;;;
25.9.2016 15:10:54;715.964042;0;0;;;;
25.9.2016 15:10:54;716.64419;0;0;;;;
25.9.2016 15:10:54;716.164779;0;0;;;;
25.9.2016 15:10:54;716.265142;0;0;;;;
25.9.2016 15:10:54;716.365496;0;0;;;;
25.9.2016 15:10:54;716.465851;0;0;;;;
25.9.2016 15:10:54;716.566202;0;0;;;;
25.9.2016 15:10:54;716.666574;0;0;;;;
25.9.2016 15:10:54;716.766912;0;0;;;;
25.9.2016 15:10:55;716.867231;0;0;;;;
25.9.2016 15:10:55;716.967549;0;0;;;;
25.9.2016 15:10:55;717.67881;0;0;;;;
25.9.2016 15:10:55;717.168199;0;0;;;;
25.9.2016 15:10:55;717.268527;0;0;;;;
25.9.2016 15:10:55;717.368839;0;0;;;;
25.9.2016 15:10:55;717.469158;0;0;;;;
25.9.2016 15:10:55;717.569527;0;0;;;;
25.9.2016 15:10:55;717.669892;0;0;;;;
25.9.2016 15:10:55;717.770248;0;0;;;;
25.9.2016 15:10:56;717.870611;0;0;;;;
25.9.2016 15:10:56;717.971032;0;0;;;;
25.9.2016 15:10:56;718.71410;0;0;;;;
25.9.2016 15:10:56;718.171780;0;0;;;;
25.9.2016 15:10:56;718.272149;0;0;;;;
25.9.2016 15:10:56;718.372502;0;0;;;;
25.9.2016 15:10:56;718.472873;0;0;;;;
25.9.2016 15:10:56;718.573242;0;0;;;;
25.9.2016 15:10:56;718.673643;0;0;;;;
25.9.2016 15:10:56;718.773980;0;0;;;;
25.9.2016 15:10:57;718.874343;0;0;;;;
25.9.2016 15:10:57;718.974721;0;0;;;;
25.9.2016 15:10:57;719.75113;0;0;;;;
25.9.2016 15:10:57;719.175478;0;0;;;;
25.9.2016 15:10:57;719.275840;0;0;;;;
25.9.2016 15:10:57;719.376204;0;0;;;;
25.9.2016 15:10:57;719.476567;0;0;;;;
25.9.2016 15:10:57;719.576933;0;0;;;;
25.9.2016 15:10:57;719.677298;0;0;;;;
25.9.2016 15:10:57;719.777674;0;0;;;;
25.9.2016 15:10:58;719.878041;0;0;;;;
25.9.2016 15:10:58;719.978409;0;0;;;;
25.9.2016 15:10:58;720.78792;0;0;;;;
25.9.2016 15:10:58;720.179159;0;0;;;;
25.9.2016 15:10:58;720.279533;0;0;;;;
25.9.2016 15:10:58;720.379906;0;0;;;;
25.9.2016 15:10:58;720.480283;0;0;;;;
25.9.2016 15:10:58;720.580664;0;0;;;;
25.9.2016 15:10:58;720.681029;0;0;;;;
25.9.2016 15:10:58;720.781398;0;0;;;;
25.9.2016 15:10:59;720.881759;0;0;;;;
25.9.2016 15:10:59;720.982133;0;0;;;;
25.9.2016 15:10:59;721.82508;0;0;;;;
25.9.2016 15:10:59;721.182873;0;0;;;;
25.9.2016 15:10:59;721.283242;0;0;;;;
25.9.2016 15:10:59;721.383605;0;0;;;;
25.9.2016 15:10:59;721.483972;0;0;;;;
25.9.2016 15:10:59;721.584337;0;0;;;;
25.9.2016 15:10:59;721.684696;0;0;;;;
25.9.2016 15:10:59;721.785083;0;0;;;;
25.9.2016 15:11:0;721.885451;0;0;;;;
25.9.2016 15:11:0;721.985832;0;0;;;;
25.9.2016 15:11:0;722.86210;0;0;;;;
25.9.2016 15:11:0;722.186576;0;0;;;;
25.9.2016 15:11:0;722.286946;0;0;;;;
25.9.2016 15:11:0;722.387321;0;0;;;;
25.9.2016 15:11:0;722.487691;0;0;;;;
25.9.2016 15:11:0;722.588054;0;0;;;;
25.9.2016 15:11:0;722.688433;0;0;;;;
25.9.2016 15:11:0;722.788805;0;0;;;;
25.9.2016 15:11:1;722.889182;0;0;;;;
25.9.2016 15:11:1;722.989574;0;0;;;;
25.9.2016 15:11:1;723.89943;0;0;;;;
25.9.2016 15:11:1;723.190315;0;0;;;;
25.9.2016 15:11:1;723.290751;0;0;;;;
25.9.2016 15:11:1;723.391115;0;0;;;;
25.9.2016 15:11:1;723.491450;0;0;;;;
25.9.2016 15:11:1;723.591811;0;0;;;;
25.9.2016 15:11:1;723.692138;0;0;;;;
25.9.2016 15:11:1;723.792507;0;0;;;;
25.9.2016 15:11:2;723.892859;0;0;;;;
25.9.2016 15:11:2;723.993240;0;0;;;;
25.9.2016 15:11:2;724.93604;0;0;;;;
25.9.2016 15:11:2;724.193965;0;0;;;;
25.9.2016 15:11:2;724.294328;0;0;;;;
25.9.2016 15:11:2;724.394685;0;0;;;;
25.9.2016 15:11:2;724.495012;0;0;;;;
25.9.2016 15:11:2;724.595324;0;0;;;;
25.9.2016 15:11:2;724.695667;0;0;;;;
25.9.2016 15:11:2;724.796046;0;0;;;;
25.9.2016 15:11:3;724.896409;0;0;;;;
25.9.2016 15:11:3;724.996777;0;0;;;;
25.9.2016 15:11:3;725.97152;0;0;;;;
25.9.2016 15:11:3;725.197525;0;0;;;;
25.9.2016 15:11:3;725.297893;0;0;;;;
25.9.2016 15:11:3;725.398266;0;0;;;;
25.9.2016 15:11:3;725.498636;0;0;;;;
25.9.2016 15:11:3;725.599018;0;0;;;;
25.9.2016 15:11:3;725.699358;0;0;;;;
25.9.2016 15:11:3;725.799702;0;0;;;;
25.9.2016 15:11:4;725.900021;0;0;;;;
25.9.2016 15:11:4;726.346;0;0;;;;
25.9.2016 15:11:4;726.100740;0;0;;;;
25.9.2016 15:11:4;726.201079;0;0;;;;
25.9.2016 15:11:4;726.301405;0;0;;;;
25.9.2016 15:11:4;726.401741;0;0;;;;
25.9.2016 15:11:4;726.502062;0;0;;;;
25.9.2016 15:11:4;726.602371;0;0;;;;
25.9.2016 15:11:4;726.702692;0;0;;;;
25.9.2016 15:11:4;726.803013;0;0;;;;
25.9.2016 15:11:5;726.903325;0;0;;;;
25.9.2016 15:11:5;727.3654;0;0;;;;
25.9.2016 15:11:5;727.103969;0;0;;;;
25.9.2016 15:11:5;727.204297;0;0;;;;
25.9.2016 15:11:5;727.304615;0;0;;;;
25.9.2016 15:11:5;727.404924;0;0;;;;
25.9.2016 15:11:5;727.505244;0;0;;;;
25.9.2016 15:11:5;727.605551;0;0;;;;
25.9.2016 15:11:5;727.705869;0;0;;;;
25.9.2016 15:11:5;727.806195;0;0;;;;
25.9.2016 15:11:6;727.906507;0;0;;;;
25.9.2016 15:11:6;728.6826;0;0;;;;
25.9.2016 15:11:6;728.107137;0;0;;;;
25.9.2016 15:11:6;728.207471;0;0;;;;
25.9.2016 15:11:6;728.307835;0;0;;;;
25.9.2016 15:11:6;728.408195;0;0;;;;
25.9.2016 15:11:6;728.508564;0;0;;;;
25.9.2016 15:11:6;728.608932;0;0;;;;
25.9.2016 15:11:6;728.709310;0;0;;;;
25.9.2016 15:11:6;728.809685;0;0;;;;
25.9.2016 15:11:7;728.910015;0;0;;;;
25.9.2016 15:11:7;729.10356;0;0;;;;
25.9.2016 15:11:7;729.110807;0;0;;;;
25.9.2016 15:11:7;729.211182;0;0;;;;
25.9.2016 15:11:7;729.311507;0;0;;;;
25.9.2016 15:11:7;729.411828;0;0;;;;
25.9.2016 15:11:7;729.512142;0;0;;;;
25.9.2016 15:11:7;729.612466;0;0;;;;
25.9.2016 15:11:7;729.712799;0;0;;;;
25.9.2016 15:11:7;729.813190;0;0;;;;
25.9.2016 15:11:8;729.913508;0;0;;;;
25.9.2016 15:11:8;730.13839;0;0;;;;
25.9.2016 15:11:8;730.114159;0;0;;;;
25.9.2016 15:11:8;730.214497;0;0;;;;
25.9.2016 15:11:8;730.314823;0;0;;;;
25.9.2016 15:11:8;730.415177;0;0;;;;
25.9.2016 15:11:8;730.515544;0;0;;;;
25.9.2016 15:11:8;730.615920;0;0;;;;
25.9.2016 15:11:8;730.716284;0;0;;;;
25.9.2016 15:11:8;730.816621;0;0;;;;
25.9.2016 15:11:9;730.916942;0;0;;;;
25.9.2016 15:11:9;731.17222;0;0;;;;
25.9.2016 15:11:9;731.117493;0;0;;;;
25.9.2016 15:11:9;731.217806;0;0;;;;
25.9.2016 15:11:9;731.318111;0;0;;;;
25.9.2016 15:11:9;731.418437;0;0;;;;
25.9.2016 15:11:9;731.518745;0;0;;;;
25.9.2016 15:11:9;731.619065;0;0;;;;
25.9.2016 15:11:9;731.719397;0;0;;;;
25.9.2016 15:11:9;731.819720;0;0;;;;
25.9.2016 15:11:10;731.920023;0;0;;;;
25.9.2016 15:11:10;732.20355;0;0;;;;
25.9.2016 15:11:10;732.120750;0;0;;;;
25.9.2016 15:11:10;732.221088;0;0;;;;
25.9.2016 15:11:10;732.321392;0;0;;;;
25.9.2016 15:11:10;732.421707;0;0;;;;
25.9.2016 15:11:10;732.522032;0;0;;;;
25.9.2016 15:11:10;732.622350;0;0;;;;
25.9.2016 15:11:10;732.722680;0;0;;;;
25.9.2016 15:11:10;732.823019;0;0;;;;
25.9.2016 15:11:11;732.923334;0;0;;;;
25.9.2016 15:11:11;733.23660;0;0;;;;
25.9.2016 15:11:11;733.123973;0;0;;;;
25.9.2016 15:11:11;733.224303;0;0;;;;
25.9.2016 15:11:11;733.324621;0;0;;;;
25.9.2016 15:11:11;733.424934;0;0;;;;
25.9.2016 15:11:11;733.525254;0;0;;;;
25.9.2016 15:11:11;733.625619;0;0;;;;
25.9.2016 15:11:11;733.725989;0;0;;;;
25.9.2016 15:11:11;733.826320;0;0;;;;
25.9.2016 15:11:12;733.926651;0;0;;;;
25.9.2016 15:11:12;734.26986;0;0;;;;
25.9.2016 15:11:12;734.127344;0;0;;;;
25.9.2016 15:11:12;734.227717;0;0;;;;
25.9.2016 15:11:12;734.328084;0;0;;;;
25.9.2016 15:11:12;734.428453;0;0;;;;
25.9.2016 15:11:12;734.528817;0;0;;;;
25.9.2016 15:11:12;734.629182;0;0;;;;
25.9.2016 15:11:12;734.729557;0;0;;;;
25.9.2016 15:11:12;734.829936;0;0;;;;
25.9.2016 15:11:13;734.930294;0;0;;;;
25.9.2016 15:11:13;735.30675;0;0;;;;
25.9.2016 15:11:13;735.131050;0;0;;;;
25.9.2016 15:11:13;735.231384;0;0;;;;
25.9.2016 15:11:13;735.331760;0;0;;;;
25.9.2016 15:11:13;735.432131;0;0;;;;
25.9.2016 15:11:13;735.532497;0;0;;;;
25.9.2016 15:11:13;735.632867;0;0;;;;
25.9.2016 15:11:13;735.733208;0;0;;;;
25.9.2016 15:11:13;735.833596;0;0;;;;
25.9.2016 15:11:14;735.933915;0;0;;;;
25.9.2016 15:11:14;736.34246;0;0;;;;
25.9.2016 15:11:14;736.134560;0;0;;;;
25.9.2016 15:11:14;736.234890;0;0;;;;
25.9.2016 15:11:14;736.335205;0;0;;;;
25.9.2016 15:11:14;736.435523;0;0;;;;
25.9.2016 15:11:14;736.535865;0;0;;;;
25.9.2016 15:11:14;736.636181;0;0;;;;
25.9.2016 15:11:14;736.736502;0;0;;;;
25.9.2016 15:11:14;736.836825;0;0;;;;
25.9.2016 15:11:15;736.937148;0;0;;;;
25.9.2016 15:11:15;737.37470;0;0;;;;
25.9.2016 15:11:15;737.137785;0;0;;;;
25.9.2016 15:11:15;737.238109;0;0;;;;
25.9.2016 15:11:15;737.338436;0;0;;;;
25.9.2016 15:11:15;737.438746;0;0;;;;
25.9.2016 15:11:15;737.539069;0;0;;;;
25.9.2016 15:11:15;737.639350;0;0;;;;
25.9.2016 15:11:15;737.739635;0;0;;;;
25.9.2016 15:11:15;737.839964;0;0;;;;
25.9.2016 15:11:16;737.940335;0;0;;;;
25.9.2016 15:11:16;738.40762;0;0;;;;
25.9.2016 15:11:16;738.141130;0;0;;;;
25.9.2016 15:11:16;738.241457;0;0;;;;
25.9.2016 15:11:16;738.341792;0;0;;;;
25.9.2016 15:11:16;738.442104;0;0;;;;
25.9.2016 15:11:16;738.542433;0;0;;;;
25.9.2016 15:11:16;738.642749;0;0;;;;
25.9.2016 15:11:16;738.743082;0;0;;;;
25.9.2016 15:11:16;738.843404;0;0;;;;
25.9.2016 15:11:17;738.943723;0;0;;;;
25.9.2016 15:11:17;739.44050;0;0;;;;
25.9.2016 15:11:17;739.144366;0;0;;;;
25.9.2016 15:11:17;739.244683;0;0;;;;
25.9.2016 15:11:17;739.345012;0;0;;;;
25.9.2016 15:11:17;739.445324;0;0;;;;
25.9.2016 15:11:17;739.545651;0;0;;;;
25.9.2016 15:11:17;739.645965;0;0;;;;
25.9.2016 15:11:17;739.746290;0;0;;;;
25.9.2016 15:11:17;739.846608;0;0;;;;
25.9.2016 15:11:18;739.946940;0;0;;;;
25.9.2016 15:11:18;740.47318;0;0;;;;
25.9.2016 15:11:18;740.147685;0;0;;;;
25.9.2016 15:11:18;740.248052;0;0;;;;
25.9.2016 15:11:18;740.348427;0;0;;;;
25.9.2016 15:11:18;740.448790;0;0;;;;
25.9.2016 15:11:18;740.549150;0;0;;;;
25.9.2016 15:11:18;740.649575;0;0;;;;
25.9.2016 15:11:18;740.749951;0;0;;;;
25.9.2016 15:11:18;740.850326;0;0;;;;
25.9.2016 15:11:19;740.950783;0;0;;;;
25.9.2016 15:11:19;741.51134;0;0;;;;
25.9.2016 15:11:19;741.151446;0;0;;;;
25.9.2016 15:11:19;741.251772;0;0;;;;
25.9.2016 15:11:19;741.352093;0;0;;;;
25.9.2016 15:11:19;741.452409;0;0;;;;
25.9.2016 15:11:19;741.552727;0;0;;;;
25.9.2016 15:11:19;741.653048;0;0;;;;
25.9.2016 15:11:19;741.753383;0;0;;;;
25.9.2016 15:11:19;741.853700;0;0;;;;
25.9.2016 15:11:20;741.954030;0;0;;;;
25.9.2016 15:11:20;742.54351;0;0;;;;
25.9.2016 15:11:20;742.154665;0;0;;;;
25.9.2016 15:11:20;742.254983;0;0;;;;
25.9.2016 15:11:20;742.355275;0;0;;;;
25.9.2016 15:11:20;742.455593;0;0;;;;
25.9.2016 15:11:20;742.555913;0;0;;;;
25.9.2016 15:11:20;742.656231;0;0;;;;
25.9.2016 15:11:20;742.756550;0;0;;;;
25.9.2016 15:11:20;742.856861;0;0;;;;
25.9.2016 15:11:21;742.957197;0;0;;;;
25.9.2016 15:11:21;743.57521;0;0;;;;
25.9.2016 15:11:21;743.157858;0;0;;;;
25.9.2016 15:11:21;743.258219;0;0;;;;
25.9.2016 15:11:21;743.358578;0;0;;;;
25.9.2016 15:11:21;743.458944;0;0;;;;
25.9.2016 15:11:21;743.559298;0;0;;;;
25.9.2016 15:11:21;743.659662;0;0;;;;
25.9.2016 15:11:21;743.760046;0;0;;;;
25.9.2016 15:11:21;743.860411;0;0;;;;
25.9.2016 15:11:22;743.960841;0;0;;;;
25.9.2016 15:11:22;744.61212;0;0;;;;
25.9.2016 15:11:22;744.161522;0;0;;;;
25.9.2016 15:11:22;744.261862;0;0;;;;
25.9.2016 15:11:22;744.362225;0;0;;;;
25.9.2016 15:11:22;744.462592;0;0;;;;
25.9.2016 15:11:22;744.562963;0;0;;;;
25.9.2016 15:11:22;744.663324;0;0;;;;
25.9.2016 15:11:22;744.763701;0;0;;;;
25.9.2016 15:11:23;744.864070;0;0;;;;
25.9.2016 15:11:23;744.964438;0;0;;;;
25.9.2016 15:11:23;745.64805;0;0;;;;
25.9.2016 15:11:23;745.165173;0;0;;;;
25.9.2016 15:11:23;745.265497;0;0;;;;
25.9.2016 15:11:23;745.365861;0;0;;;;
25.9.2016 15:11:23;745.466218;0;0;;;;
25.9.2016 15:11:23;745.566594;0;0;;;;
25.9.2016 15:11:23;745.666972;0;0;;;;
25.9.2016 15:11:23;745.767348;0;0;;;;
25.9.2016 15:11:24;745.867707;0;0;;;;
25.9.2016 15:11:24;745.968082;0;0;;;;
25.9.2016 15:11:24;746.68468;0;0;;;;
25.9.2016 15:11:24;746.168784;0;0;;;;
25.9.2016 15:11:24;746.269105;0;0;;;;
25.9.2016 15:11:24;746.369422;0;0;;;;
25.9.2016 15:11:24;746.469739;0;0;;;;
25.9.2016 15:11:24;746.570053;0;0;;;;
25.9.2016 15:11:24;746.670372;0;0;;;;
25.9.2016 15:11:24;746.770754;0;0;;;;
25.9.2016 15:11:25;746.871079;0;0;;;;
25.9.2016 15:11:25;746.971417;0;0;;;;
25.9.2016 15:11:25;747.71729;0;0;;;;
25.9.2016 15:11:25;747.172055;0;0;;;;
25.9.2016 15:11:25;747.272392;0;0;;;;
25.9.2016 15:11:25;747.372714;0;0;;;;
25.9.2016 15:11:25;747.473075;0;0;;;;
25.9.2016 15:11:25;747.573434;0;0;;;;
25.9.2016 15:11:25;747.673787;0;0;;;;
25.9.2016 15:11:25;747.774150;0;0;;;;
25.9.2016 15:11:26;747.874510;0;0;;;;
25.9.2016 15:11:26;747.974888;0;0;;;;
25.9.2016 15:11:26;748.75252;0;0;;;;
25.9.2016 15:11:26;748.175610;0;0;;;;
25.9.2016 15:11:26;748.275974;0;0;;;;
25.9.2016 15:11:26;748.376326;0;0;;;;
25.9.2016 15:11:26;748.476691;0;0;;;;
25.9.2016 15:11:26;748.577063;0;0;;;;
25.9.2016 15:11:26;748.677435;0;0;;;;
25.9.2016 15:11:26;748.777812;0;0;;;;
25.9.2016 15:11:27;748.878168;0;0;;;;
25.9.2016 15:11:27;748.978540;0;0;;;;
25.9.2016 15:11:27;749.78917;0;0;;;;
25.9.2016 15:11:27;749.179280;0;0;;;;
25.9.2016 15:11:27;749.279646;0;0;;;;
25.9.2016 15:11:27;749.380010;0;0;;;;
25.9.2016 15:11:27;749.480338;0;0;;;;
25.9.2016 15:11:27;749.580755;0;0;;;;
25.9.2016 15:11:27;749.681121;0;0;;;;
25.9.2016 15:11:27;749.781492;0;0;;;;
25.9.2016 15:11:28;749.881856;0;0;;;;
25.9.2016 15:11:28;749.982223;0;0;;;;
25.9.2016 15:11:28;750.82605;0;0;;;;
25.9.2016 15:11:28;750.182949;0;0;;;;
25.9.2016 15:11:28;750.283270;0;0;;;;
25.9.2016 15:11:28;750.383610;0;0;;;;
25.9.2016 15:11:28;750.483974;0;0;;;;
25.9.2016 15:11:28;750.584345;0;0;;;;
25.9.2016 15:11:28;750.684708;0;0;;;;
25.9.2016 15:11:28;750.785085;0;0;;;;
25.9.2016 15:11:29;750.885445;0;0;;;;
25.9.2016 15:11:29;750.985803;0;0;;;;
25.9.2016 15:11:29;751.86173;0;0;;;;
25.9.2016 15:11:29;751.186547;0;0;;;;
25.9.2016 15:11:29;751.286868;0;0;;;;
25.9.2016 15:11:29;751.387179;0;0;;;;
25.9.2016 15:11:29;751.487565;0;0;;;;
25.9.2016 15:11:29;751.587894;0;0;;;;
25.9.2016 15:11:29;751.688216;0;0;;;;
25.9.2016 15:11:29;751.788539;0;0;;;;
25.9.2016 15:11:30;751.888855;0;0;;;;
25.9.2016 15:11:30;751.989184;0;0;;;;
25.9.2016 15:11:30;752.89499;0;0;;;;
25.9.2016 15:11:30;752.189805;0;0;;;;
25.9.2016 15:11:30;752.290118;0;0;;;;
25.9.2016 15:11:30;752.390430;0;0;;;;
25.9.2016 15:11:30;752.490798;0;0;;;;
25.9.2016 15:11:30;752.591117;0;0;;;;
25.9.2016 15:11:30;752.691446;0;0;;;;
25.9.2016 15:11:30;752.791815;0;0;;;;
25.9.2016 15:11:31;752.892181;0;0;;;;
25.9.2016 15:11:31;752.992553;0;0;;;;
25.9.2016 15:11:31;753.92921;0;0;;;;
25.9.2016 15:11:31;753.193295;0;0;;;;
25.9.2016 15:11:31;753.293668;0;0;;;;
25.9.2016 15:11:31;753.394028;0;0;;;;
25.9.2016 15:11:31;753.494395;0;0;;;;
25.9.2016 15:11:31;753.594770;0;0;;;;
25.9.2016 15:11:31;753.695142;0;0;;;;
25.9.2016 15:11:31;753.795521;0;0;;;;
25.9.2016 15:11:32;753.895885;0;0;;;;
25.9.2016 15:11:32;753.996256;0;0;;;;
25.9.2016 15:11:32;754.96617;0;0;;;;
25.9.2016 15:11:32;754.196986;0;0;;;;
25.9.2016 15:11:32;754.297357;0;0;;;;
25.9.2016 15:11:32;754.397694;0;0;;;;
25.9.2016 15:11:32;754.498059;0;0;;;;
25.9.2016 15:11:32;754.598418;0;0;;;;
25.9.2016 15:11:32;754.698785;0;0;;;;
25.9.2016 15:11:32;754.799160;0;0;;;;
25.9.2016 15:11:33;754.899526;0;0;;;;
25.9.2016 15:11:33;754.999904;0;0;;;;
25.9.2016 15:11:33;755.100279;0;0;;;;
25.9.2016 15:11:33;755.200660;0;0;;;;
25.9.2016 15:11:33;755.301039;0;0;;;;
25.9.2016 15:11:33;755.401398;0;0;;;;
25.9.2016 15:11:33;755.501770;0;0;;;;
25.9.2016 15:11:33;755.602135;0;0;;;;
25.9.2016 15:11:33;755.702514;0;0;;;;
25.9.2016 15:11:33;755.802896;0;0;;;;
25.9.2016 15:11:34;755.903262;0;0;;;;
25.9.2016 15:11:34;756.3648;0;0;;;;
25.9.2016 15:11:34;756.104036;0;0;;;;
25.9.2016 15:11:34;756.204402;0;0;;;;
25.9.2016 15:11:34;756.304746;0;0;;;;
25.9.2016 15:11:34;756.405029;0;0;;;;
25.9.2016 15:11:34;756.505336;0;0;;;;
25.9.2016 15:11:34;756.605655;0;0;;;;
25.9.2016 15:11:34;756.705981;0;0;;;;
25.9.2016 15:11:34;756.806311;0;0;;;;
25.9.2016 15:11:35;756.906626;0;0;;;;
25.9.2016 15:11:35;757.6948;0;0;;;;
25.9.2016 15:11:35;757.107269;0;0;;;;
25.9.2016 15:11:35;757.207598;0;0;;;;
25.9.2016 15:11:35;757.307914;0;0;;;;
25.9.2016 15:11:35;757.408220;0;0;;;;
25.9.2016 15:11:35;757.508527;0;0;;;;
25.9.2016 15:11:35;757.608839;0;0;;;;
25.9.2016 15:11:35;757.709171;0;0;;;;
25.9.2016 15:11:35;757.809499;0;0;;;;
25.9.2016 15:11:36;757.909816;0;0;;;;
25.9.2016 15:11:36;758.10132;0;0;;;;
25.9.2016 15:11:36;758.110446;0;0;;;;
25.9.2016 15:11:36;758.210873;0;0;;;;
25.9.2016 15:11:36;758.311249;0;0;;;;
25.9.2016 15:11:36;758.411617;0;0;;;;
25.9.2016 15:11:36;758.511986;0;0;;;;
25.9.2016 15:11:36;758.612344;0;0;;;;
25.9.2016 15:11:36;758.712732;0;0;;;;
25.9.2016 15:11:36;758.813116;0;0;;;;
25.9.2016 15:11:37;758.913478;0;0;;;;
25.9.2016 15:11:37;759.13858;0;0;;;;
25.9.2016 15:11:37;759.114228;0;0;;;;
25.9.2016 15:11:37;759.214589;0;0;;;;
25.9.2016 15:11:37;759.314963;0;0;;;;
25.9.2016 15:11:37;759.415345;0;0;;;;
25.9.2016 15:11:37;759.515717;0;0;;;;
25.9.2016 15:11:37;759.616082;0;0;;;;
25.9.2016 15:11:37;759.716442;0;0;;;;
25.9.2016 15:11:37;759.816804;0;0;;;;
25.9.2016 15:11:38;759.917181;0;0;;;;
25.9.2016 15:11:38;760.17560;0;0;;;;
25.9.2016 15:11:38;760.117925;0;0;;;;
25.9.2016 15:11:38;760.218292;0;0;;;;
25.9.2016 15:11:38;760.318661;0;0;;;;
25.9.2016 15:11:38;760.419024;0;0;;;;
25.9.2016 15:11:38;760.519396;0;0;;;;
25.9.2016 15:11:38;760.619759;0;0;;;;
25.9.2016 15:11:38;760.720119;0;0;;;;
25.9.2016 15:11:38;760.820483;0;0;;;;
25.9.2016 15:11:39;760.920902;0;0;;;;
25.9.2016 15:11:39;761.21271;0;0;;;;
25.9.2016 15:11:39;761.121595;0;0;;;;
25.9.2016 15:11:39;761.221923;0;0;;;;
25.9.2016 15:11:39;761.322274;0;0;;;;
25.9.2016 15:11:39;761.422687;0;0;;;;
25.9.2016 15:11:39;761.523007;0;0;;;;
25.9.2016 15:11:39;761.623325;0;0;;;;
25.9.2016 15:11:39;761.723650;0;0;;;;
25.9.2016 15:11:39;761.823975;0;0;;;;
25.9.2016 15:11:40;761.924291;0;0;;;;
25.9.2016 15:11:40;762.24608;0;0;;;;
25.9.2016 15:11:40;762.124926;0;0;;;;
25.9.2016 15:11:40;762.225248;0;0;;;;
25.9.2016 15:11:40;762.325645;0;0;;;;
25.9.2016 15:11:40;762.425964;0;0;;;;
25.9.2016 15:11:40;762.526267;0;0;;;;
25.9.2016 15:11:40;762.626542;0;0;;;;
25.9.2016 15:11:40;762.726819;0;0;;;;
25.9.2016 15:11:40;762.827117;0;0;;;;
25.9.2016 15:11:41;762.927430;0;0;;;;
25.9.2016 15:11:41;763.27751;0;0;;;;
25.9.2016 15:11:41;763.128062;0;0;;;;
25.9.2016 15:11:41;763.228383;0;0;;;;
25.9.2016 15:11:41;763.328699;0;0;;;;
25.9.2016 15:11:41;763.429025;0;0;;;;
25.9.2016 15:11:41;763.529385;0;0;;;;
25.9.2016 15:11:41;763.629746;0;0;;;;
25.9.2016 15:11:41;763.730117;0;0;;;;
25.9.2016 15:11:41;763.830494;0;0;;;;
