Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:19:11;1213.622710;0;0;;;;
25.9.2016 15:19:11;1213.723041;0;0;;;;
25.9.2016 15:19:11;1213.823379;0;0;;;;
25.9.2016 15:19:12;1213.923693;0;0;;;;
25.9.2016 15:19:12;1214.24018;0;0;;;;
25.9.2016 15:19:12;1214.124331;0;0;;;;
25.9.2016 15:19:12;1214.224667;0;0;;;;
25.9.2016 15:19:12;1214.324982;0;0;;;;
25.9.2016 15:19:12;1214.425295;0;0;;;;
25.9.2016 15:19:12;1214.525607;0;0;;;;
25.9.2016 15:19:12;1214.625932;0;0;;;;
25.9.2016 15:19:12;1214.726267;0;0;;;;
25.9.2016 15:19:12;1214.826599;0;0;;;;
25.9.2016 15:19:13;1214.926916;0;0;;;;
25.9.2016 15:19:13;1215.27235;0;0;;;;
25.9.2016 15:19:13;1215.127554;0;0;;;;
25.9.2016 15:19:13;1215.227875;0;0;;;;
25.9.2016 15:19:13;1215.328237;0;0;;;;
25.9.2016 15:19:13;1215.428610;0;0;;;;
25.9.2016 15:19:13;1215.528961;0;0;;;;
25.9.2016 15:19:13;1215.629320;0;0;;;;
25.9.2016 15:19:13;1215.729698;0;0;;;;
25.9.2016 15:19:13;1215.830082;0;0;;;;
25.9.2016 15:19:14;1215.930449;0;0;;;;
25.9.2016 15:19:14;1216.30885;0;0;;;;
25.9.2016 15:19:14;1216.131257;0;0;;;;
25.9.2016 15:19:14;1216.231592;0;0;;;;
25.9.2016 15:19:14;1216.331982;0;0;;;;
25.9.2016 15:19:14;1216.432308;0;0;;;;
25.9.2016 15:19:14;1216.532637;0;0;;;;
25.9.2016 15:19:14;1216.632958;0;0;;;;
25.9.2016 15:19:14;1216.733287;0;0;;;;
25.9.2016 15:19:14;1216.833620;0;0;;;;
25.9.2016 15:19:15;1216.933968;0;0;;;;
25.9.2016 15:19:15;1217.34303;0;0;;;;
25.9.2016 15:19:15;1217.134615;0;0;;;;
25.9.2016 15:19:15;1217.234954;0;0;;;;
25.9.2016 15:19:15;1217.335242;0;0;;;;
25.9.2016 15:19:15;1217.435514;0;0;;;;
25.9.2016 15:19:15;1217.535822;0;0;;;;
25.9.2016 15:19:15;1217.636129;0;0;;;;
25.9.2016 15:19:15;1217.736451;0;0;;;;
25.9.2016 15:19:15;1217.836785;0;0;;;;
25.9.2016 15:19:16;1217.937105;0;0;;;;
25.9.2016 15:19:16;1218.37428;0;0;;;;
25.9.2016 15:19:16;1218.137740;0;0;;;;
25.9.2016 15:19:16;1218.238069;0;0;;;;
25.9.2016 15:19:16;1218.338398;0;0;;;;
25.9.2016 15:19:16;1218.438714;0;0;;;;
25.9.2016 15:19:16;1218.539087;0;0;;;;
25.9.2016 15:19:16;1218.639443;0;0;;;;
25.9.2016 15:19:16;1218.739810;0;0;;;;
25.9.2016 15:19:16;1218.840193;0;0;;;;
25.9.2016 15:19:17;1218.940519;0;0;;;;
25.9.2016 15:19:17;1219.40931;0;0;;;;
25.9.2016 15:19:17;1219.141300;0;0;;;;
25.9.2016 15:19:17;1219.241618;0;0;;;;
25.9.2016 15:19:17;1219.341948;0;0;;;;
25.9.2016 15:19:17;1219.442265;0;0;;;;
25.9.2016 15:19:17;1219.542592;0;0;;;;
25.9.2016 15:19:17;1219.642901;0;0;;;;
25.9.2016 15:19:17;1219.743213;0;0;;;;
25.9.2016 15:19:17;1219.843545;0;0;;;;
25.9.2016 15:19:18;1219.943864;0;0;;;;
25.9.2016 15:19:18;1220.44193;0;0;;;;
25.9.2016 15:19:18;1220.144509;0;0;;;;
25.9.2016 15:19:18;1220.244828;0;0;;;;
25.9.2016 15:19:18;1220.345164;0;0;;;;
25.9.2016 15:19:18;1220.445475;0;0;;;;
25.9.2016 15:19:18;1220.545805;0;0;;;;
25.9.2016 15:19:18;1220.646160;0;0;;;;
25.9.2016 15:19:18;1220.746530;0;0;;;;
25.9.2016 15:19:18;1220.846905;0;0;;;;
25.9.2016 15:19:19;1220.947276;0;0;;;;
25.9.2016 15:19:19;1221.47652;0;0;;;;
25.9.2016 15:19:19;1221.148011;0;0;;;;
25.9.2016 15:19:19;1221.248376;0;0;;;;
25.9.2016 15:19:19;1221.348754;0;0;;;;
25.9.2016 15:19:19;1221.449121;0;0;;;;
25.9.2016 15:19:19;1221.549476;0;0;;;;
25.9.2016 15:19:19;1221.649837;0;0;;;;
25.9.2016 15:19:19;1221.750218;0;0;;;;
25.9.2016 15:19:19;1221.850599;0;0;;;;
25.9.2016 15:19:20;1221.951074;0;0;;;;
25.9.2016 15:19:20;1222.51470;0;0;;;;
25.9.2016 15:19:20;1222.151788;0;0;;;;
25.9.2016 15:19:20;1222.252108;0;0;;;;
25.9.2016 15:19:20;1222.352412;0;0;;;;
25.9.2016 15:19:20;1222.452719;0;0;;;;
25.9.2016 15:19:20;1222.553043;0;0;;;;
25.9.2016 15:19:20;1222.653368;0;0;;;;
25.9.2016 15:19:20;1222.753701;0;0;;;;
25.9.2016 15:19:20;1222.854016;0;0;;;;
25.9.2016 15:19:21;1222.954348;0;0;;;;
25.9.2016 15:19:21;1223.54681;0;0;;;;
25.9.2016 15:19:21;1223.154992;0;0;;;;
25.9.2016 15:19:21;1223.255303;0;0;;;;
25.9.2016 15:19:21;1223.355610;0;0;;;;
25.9.2016 15:19:21;1223.455936;0;0;;;;
25.9.2016 15:19:21;1223.556300;0;0;;;;
25.9.2016 15:19:21;1223.656661;0;0;;;;
25.9.2016 15:19:21;1223.757023;0;0;;;;
25.9.2016 15:19:21;1223.857366;0;0;;;;
25.9.2016 15:19:22;1223.957696;0;0;;;;
25.9.2016 15:19:22;1224.58062;0;0;;;;
25.9.2016 15:19:22;1224.158417;0;0;;;;
25.9.2016 15:19:22;1224.258779;0;0;;;;
25.9.2016 15:19:22;1224.359131;0;0;;;;
25.9.2016 15:19:22;1224.459489;0;0;;;;
25.9.2016 15:19:22;1224.559848;0;0;;;;
25.9.2016 15:19:22;1224.660202;0;0;;;;
25.9.2016 15:19:22;1224.760580;0;0;;;;
25.9.2016 15:19:23;1224.861016;0;0;;;;
25.9.2016 15:19:23;1224.961389;0;0;;;;
25.9.2016 15:19:23;1225.61770;0;0;;;;
25.9.2016 15:19:23;1225.162129;0;0;;;;
25.9.2016 15:19:23;1225.262485;0;0;;;;
25.9.2016 15:19:23;1225.362835;0;0;;;;
25.9.2016 15:19:23;1225.463193;0;0;;;;
25.9.2016 15:19:23;1225.563566;0;0;;;;
25.9.2016 15:19:23;1225.663921;0;0;;;;
25.9.2016 15:19:23;1225.764303;0;0;;;;
25.9.2016 15:19:24;1225.864665;0;0;;;;
25.9.2016 15:19:24;1225.965035;0;0;;;;
25.9.2016 15:19:24;1226.65416;0;0;;;;
25.9.2016 15:19:24;1226.165781;0;0;;;;
25.9.2016 15:19:24;1226.266145;0;0;;;;
25.9.2016 15:19:24;1226.366511;0;0;;;;
25.9.2016 15:19:24;1226.466877;0;0;;;;
25.9.2016 15:19:24;1226.567240;0;0;;;;
25.9.2016 15:19:24;1226.667596;0;0;;;;
25.9.2016 15:19:24;1226.767966;0;0;;;;
25.9.2016 15:19:25;1226.868328;0;0;;;;
25.9.2016 15:19:25;1226.968752;0;0;;;;
25.9.2016 15:19:25;1227.69119;0;0;;;;
25.9.2016 15:19:25;1227.169482;0;0;;;;
25.9.2016 15:19:25;1227.269837;0;0;;;;
25.9.2016 15:19:25;1227.370201;0;0;;;;
25.9.2016 15:19:25;1227.470555;0;0;;;;
25.9.2016 15:19:25;1227.570963;0;0;;;;
25.9.2016 15:19:25;1227.671331;0;0;;;;
25.9.2016 15:19:25;1227.771698;0;0;;;;
25.9.2016 15:19:26;1227.872059;0;0;;;;
25.9.2016 15:19:26;1227.972446;0;0;;;;
25.9.2016 15:19:26;1228.72803;0;0;;;;
25.9.2016 15:19:26;1228.173158;0;0;;;;
25.9.2016 15:19:26;1228.273515;0;0;;;;
25.9.2016 15:19:26;1228.373877;0;0;;;;
25.9.2016 15:19:26;1228.474243;0;0;;;;
25.9.2016 15:19:26;1228.574596;0;0;;;;
25.9.2016 15:19:26;1228.674952;0;0;;;;
25.9.2016 15:19:26;1228.775307;0;0;;;;
25.9.2016 15:19:27;1228.875667;0;0;;;;
25.9.2016 15:19:27;1228.976038;0;0;;;;
25.9.2016 15:19:27;1229.76398;0;0;;;;
25.9.2016 15:19:27;1229.176756;0;0;;;;
25.9.2016 15:19:27;1229.277113;0;0;;;;
25.9.2016 15:19:27;1229.377486;0;0;;;;
25.9.2016 15:19:27;1229.477856;0;0;;;;
25.9.2016 15:19:27;1229.578217;0;0;;;;
25.9.2016 15:19:27;1229.678578;0;0;;;;
25.9.2016 15:19:27;1229.778928;0;0;;;;
25.9.2016 15:19:28;1229.879242;0;0;;;;
25.9.2016 15:19:28;1229.979601;0;0;;;;
25.9.2016 15:19:28;1230.79969;0;0;;;;
25.9.2016 15:19:28;1230.180333;0;0;;;;
25.9.2016 15:19:28;1230.280748;0;0;;;;
25.9.2016 15:19:28;1230.381111;0;0;;;;
25.9.2016 15:19:28;1230.481473;0;0;;;;
25.9.2016 15:19:28;1230.581837;0;0;;;;
25.9.2016 15:19:28;1230.682199;0;0;;;;
25.9.2016 15:19:28;1230.782577;0;0;;;;
25.9.2016 15:19:29;1230.882939;0;0;;;;
25.9.2016 15:19:29;1230.983311;0;0;;;;
25.9.2016 15:19:29;1231.83675;0;0;;;;
25.9.2016 15:19:29;1231.184035;0;0;;;;
25.9.2016 15:19:29;1231.284399;0;0;;;;
25.9.2016 15:19:29;1231.384755;0;0;;;;
25.9.2016 15:19:29;1231.485112;0;0;;;;
25.9.2016 15:19:29;1231.585489;0;0;;;;
25.9.2016 15:19:29;1231.685849;0;0;;;;
25.9.2016 15:19:29;1231.786227;0;0;;;;
25.9.2016 15:19:30;1231.886586;0;0;;;;
25.9.2016 15:19:30;1231.986940;0;0;;;;
25.9.2016 15:19:30;1232.87294;0;0;;;;
25.9.2016 15:19:30;1232.187660;0;0;;;;
25.9.2016 15:19:30;1232.288028;0;0;;;;
25.9.2016 15:19:30;1232.388383;0;0;;;;
25.9.2016 15:19:30;1232.488759;0;0;;;;
25.9.2016 15:19:30;1232.589120;0;0;;;;
25.9.2016 15:19:30;1232.689478;0;0;;;;
25.9.2016 15:19:30;1232.789847;0;0;;;;
25.9.2016 15:19:31;1232.890213;0;0;;;;
25.9.2016 15:19:31;1232.990590;0;0;;;;
25.9.2016 15:19:31;1233.91043;0;0;;;;
25.9.2016 15:19:31;1233.191406;0;0;;;;
25.9.2016 15:19:31;1233.291760;0;0;;;;
25.9.2016 15:19:31;1233.392105;0;0;;;;
25.9.2016 15:19:31;1233.492467;0;0;;;;
25.9.2016 15:19:31;1233.592825;0;0;;;;
25.9.2016 15:19:31;1233.693186;0;0;;;;
25.9.2016 15:19:31;1233.793549;0;0;;;;
25.9.2016 15:19:32;1233.893899;0;0;;;;
25.9.2016 15:19:32;1233.994273;0;0;;;;
25.9.2016 15:19:32;1234.94652;0;0;;;;
25.9.2016 15:19:32;1234.195024;0;0;;;;
25.9.2016 15:19:32;1234.295383;0;0;;;;
25.9.2016 15:19:32;1234.395745;0;0;;;;
25.9.2016 15:19:32;1234.496110;0;0;;;;
25.9.2016 15:19:32;1234.596464;0;0;;;;
25.9.2016 15:19:32;1234.696818;0;0;;;;
25.9.2016 15:19:32;1234.797200;0;0;;;;
25.9.2016 15:19:33;1234.897569;0;0;;;;
25.9.2016 15:19:33;1234.997945;0;0;;;;
25.9.2016 15:19:33;1235.98334;0;0;;;;
25.9.2016 15:19:33;1235.198702;0;0;;;;
25.9.2016 15:19:33;1235.299068;0;0;;;;
25.9.2016 15:19:33;1235.399425;0;0;;;;
25.9.2016 15:19:33;1235.499808;0;0;;;;
25.9.2016 15:19:33;1235.600164;0;0;;;;
25.9.2016 15:19:33;1235.700498;0;0;;;;
25.9.2016 15:19:33;1235.800892;0;0;;;;
25.9.2016 15:19:34;1235.901258;0;0;;;;
25.9.2016 15:19:34;1236.1637;0;0;;;;
25.9.2016 15:19:34;1236.101998;0;0;;;;
25.9.2016 15:19:34;1236.202385;0;0;;;;
25.9.2016 15:19:34;1236.302755;0;0;;;;
25.9.2016 15:19:34;1236.403114;0;0;;;;
25.9.2016 15:19:34;1236.503482;0;0;;;;
25.9.2016 15:19:34;1236.603845;0;0;;;;
25.9.2016 15:19:34;1236.704208;0;0;;;;
25.9.2016 15:19:34;1236.804589;0;0;;;;
25.9.2016 15:19:35;1236.904954;0;0;;;;
25.9.2016 15:19:35;1237.5348;0;0;;;;
25.9.2016 15:19:35;1237.105713;0;0;;;;
25.9.2016 15:19:35;1237.206081;0;0;;;;
25.9.2016 15:19:35;1237.306452;0;0;;;;
25.9.2016 15:19:35;1237.406833;0;0;;;;
25.9.2016 15:19:35;1237.507263;0;0;;;;
25.9.2016 15:19:35;1237.607626;0;0;;;;
25.9.2016 15:19:35;1237.707995;0;0;;;;
25.9.2016 15:19:35;1237.808347;0;0;;;;
25.9.2016 15:19:36;1237.908709;0;0;;;;
25.9.2016 15:19:36;1238.9092;0;0;;;;
25.9.2016 15:19:36;1238.109455;0;0;;;;
25.9.2016 15:19:36;1238.209829;0;0;;;;
25.9.2016 15:19:36;1238.310196;0;0;;;;
25.9.2016 15:19:36;1238.410558;0;0;;;;
25.9.2016 15:19:36;1238.510983;0;0;;;;
25.9.2016 15:19:36;1238.611351;0;0;;;;
25.9.2016 15:19:36;1238.711728;0;0;;;;
25.9.2016 15:19:36;1238.812090;0;0;;;;
25.9.2016 15:19:37;1238.912453;0;0;;;;
25.9.2016 15:19:37;1239.12826;0;0;;;;
25.9.2016 15:19:37;1239.113187;0;0;;;;
25.9.2016 15:19:37;1239.213561;0;0;;;;
25.9.2016 15:19:37;1239.313926;0;0;;;;
25.9.2016 15:19:37;1239.414285;0;0;;;;
25.9.2016 15:19:37;1239.514646;0;0;;;;
25.9.2016 15:19:37;1239.615007;0;0;;;;
25.9.2016 15:19:37;1239.715362;0;0;;;;
25.9.2016 15:19:37;1239.815712;0;0;;;;
25.9.2016 15:19:38;1239.916068;0;0;;;;
25.9.2016 15:19:38;1240.16461;0;0;;;;
25.9.2016 15:19:38;1240.116823;0;0;;;;
25.9.2016 15:19:38;1240.217192;0;0;;;;
25.9.2016 15:19:38;1240.317536;0;0;;;;
25.9.2016 15:19:38;1240.417903;0;0;;;;
25.9.2016 15:19:38;1240.518262;0;0;;;;
25.9.2016 15:19:38;1240.618618;0;0;;;;
25.9.2016 15:19:38;1240.718969;0;0;;;;
25.9.2016 15:19:38;1240.819312;0;0;;;;
25.9.2016 15:19:39;1240.919685;0;0;;;;
25.9.2016 15:19:39;1241.20042;0;0;;;;
25.9.2016 15:19:39;1241.120404;0;0;;;;
25.9.2016 15:19:39;1241.220805;0;0;;;;
25.9.2016 15:19:39;1241.321170;0;0;;;;
25.9.2016 15:19:39;1241.421558;0;0;;;;
25.9.2016 15:19:39;1241.521902;0;0;;;;
25.9.2016 15:19:39;1241.622220;0;0;;;;
25.9.2016 15:19:39;1241.722568;0;0;;;;
25.9.2016 15:19:39;1241.822949;0;0;;;;
25.9.2016 15:19:40;1241.923313;0;0;;;;
25.9.2016 15:19:40;1242.23688;0;0;;;;
25.9.2016 15:19:40;1242.124054;0;0;;;;
25.9.2016 15:19:40;1242.224406;0;0;;;;
25.9.2016 15:19:40;1242.324752;0;0;;;;
25.9.2016 15:19:40;1242.425114;0;0;;;;
25.9.2016 15:19:40;1242.525478;0;0;;;;
25.9.2016 15:19:40;1242.625816;0;0;;;;
25.9.2016 15:19:40;1242.726185;0;0;;;;
25.9.2016 15:19:40;1242.826543;0;0;;;;
25.9.2016 15:19:41;1242.926902;0;0;;;;
25.9.2016 15:19:41;1243.27274;0;0;;;;
25.9.2016 15:19:41;1243.127620;0;0;;;;
25.9.2016 15:19:41;1243.227992;0;0;;;;
25.9.2016 15:19:41;1243.328354;0;0;;;;
25.9.2016 15:19:41;1243.428714;0;0;;;;
25.9.2016 15:19:41;1243.529069;0;0;;;;
25.9.2016 15:19:41;1243.629420;0;0;;;;
25.9.2016 15:19:41;1243.729775;0;0;;;;
25.9.2016 15:19:41;1243.830125;0;0;;;;
25.9.2016 15:19:42;1243.930494;0;0;;;;
25.9.2016 15:19:42;1244.30929;1.2;0.02;;;;
25.9.2016 15:19:42;1244.131290;0;0;;;;
25.9.2016 15:19:42;1244.231652;0;0;;;;
25.9.2016 15:19:42;1244.332012;0;0;;;;
25.9.2016 15:19:42;1244.432379;0;0;;;;
25.9.2016 15:19:42;1244.532750;0;0;;;;
25.9.2016 15:19:42;1244.633105;0;0;;;;
25.9.2016 15:19:42;1244.733462;1.2;0.02;;;;
25.9.2016 15:19:42;1244.833849;0;0;;;;
25.9.2016 15:19:43;1244.934212;0;0;;;;
25.9.2016 15:19:43;1245.34572;0;0;;;;
25.9.2016 15:19:43;1245.134934;0;0;;;;
25.9.2016 15:19:43;1245.235290;1.2;0.02;;;;
25.9.2016 15:19:43;1245.335658;0;0;;;;
25.9.2016 15:19:43;1245.436014;0;0;;;;
25.9.2016 15:19:43;1245.536375;0;0;;;;
25.9.2016 15:19:43;1245.636726;1.2;0.02;;;;
25.9.2016 15:19:43;1245.737103;0;0;;;;
25.9.2016 15:19:43;1245.837487;0;0;;;;
25.9.2016 15:19:44;1245.937856;0;0;;;;
25.9.2016 15:19:44;1246.38248;0;0;;;;
25.9.2016 15:19:44;1246.138608;0;0;;;;
25.9.2016 15:19:44;1246.238980;0;0;;;;
25.9.2016 15:19:44;1246.339357;0;0;;;;
25.9.2016 15:19:44;1246.439715;0;0;;;;
25.9.2016 15:19:44;1246.540088;0;0;;;;
25.9.2016 15:19:44;1246.640456;0;0;;;;
25.9.2016 15:19:44;1246.740879;0;0;;;;
25.9.2016 15:19:44;1246.841247;0;0;;;;
25.9.2016 15:19:45;1246.941618;0;0;;;;
25.9.2016 15:19:45;1247.41992;0;0;;;;
25.9.2016 15:19:45;1247.142352;0;0;;;;
25.9.2016 15:19:45;1247.242715;0;0;;;;
25.9.2016 15:19:45;1247.343103;0;0;;;;
25.9.2016 15:19:45;1247.443443;0;0;;;;
25.9.2016 15:19:45;1247.543773;0;0;;;;
25.9.2016 15:19:45;1247.644118;0;0;;;;
25.9.2016 15:19:45;1247.744497;0;0;;;;
25.9.2016 15:19:45;1247.844882;0;0;;;;
25.9.2016 15:19:46;1247.945247;0;0;;;;
25.9.2016 15:19:46;1248.45668;1.2;0.02;;;;
25.9.2016 15:19:46;1248.146031;0;0;;;;
25.9.2016 15:19:46;1248.246397;0;0;;;;
25.9.2016 15:19:46;1248.346745;0;0;;;;
25.9.2016 15:19:46;1248.447102;1.2;0.02;;;;
25.9.2016 15:19:46;1248.547467;0;0;;;;
25.9.2016 15:19:46;1248.647819;1.2;0.02;;;;
25.9.2016 15:19:46;1248.748185;0;0;;;;
25.9.2016 15:19:46;1248.848557;0;0;;;;
25.9.2016 15:19:47;1248.948932;0;0;;;;
25.9.2016 15:19:47;1249.49317;0;0;;;;
25.9.2016 15:19:47;1249.149671;1.2;0.02;;;;
25.9.2016 15:19:47;1249.250036;0;0;;;;
25.9.2016 15:19:47;1249.350416;0;0;;;;
25.9.2016 15:19:47;1249.450856;0;0;;;;
25.9.2016 15:19:47;1249.551224;0;0;;;;
25.9.2016 15:19:47;1249.651579;1.2;0.02;;;;
25.9.2016 15:19:47;1249.751961;0;0;;;;
25.9.2016 15:19:47;1249.852322;0;0;;;;
25.9.2016 15:19:48;1249.952674;0;0;;;;
25.9.2016 15:19:48;1250.53044;0;0;;;;
25.9.2016 15:19:48;1250.153409;0;0;;;;
25.9.2016 15:19:48;1250.253769;0;0;;;;
25.9.2016 15:19:48;1250.354127;0;0;;;;
25.9.2016 15:19:48;1250.454492;0;0;;;;
25.9.2016 15:19:48;1250.554857;1.2;0.02;;;;
25.9.2016 15:19:48;1250.655227;0;0;;;;
25.9.2016 15:19:48;1250.755600;0;0;;;;
25.9.2016 15:19:48;1250.855958;0;0;;;;
25.9.2016 15:19:49;1250.956333;0;0;;;;
25.9.2016 15:19:49;1251.56703;0;0;;;;
25.9.2016 15:19:49;1251.157063;0;0;;;;
25.9.2016 15:19:49;1251.257429;0;0;;;;
25.9.2016 15:19:49;1251.357780;0;0;;;;
25.9.2016 15:19:49;1251.458129;0;0;;;;
25.9.2016 15:19:49;1251.558481;0;0;;;;
25.9.2016 15:19:49;1251.658835;0;0;;;;
25.9.2016 15:19:49;1251.759204;0;0;;;;
25.9.2016 15:19:49;1251.859555;0;0;;;;
25.9.2016 15:19:50;1251.959920;0;0;;;;
25.9.2016 15:19:50;1252.60315;0;0;;;;
25.9.2016 15:19:50;1252.160756;0;0;;;;
25.9.2016 15:19:50;1252.261126;0;0;;;;
25.9.2016 15:19:50;1252.361482;0;0;;;;
25.9.2016 15:19:50;1252.461833;0;0;;;;
25.9.2016 15:19:50;1252.562203;0;0;;;;
25.9.2016 15:19:50;1252.662570;0;0;;;;
25.9.2016 15:19:50;1252.762937;0;0;;;;
25.9.2016 15:19:51;1252.863299;0;0;;;;
25.9.2016 15:19:51;1252.963672;0;0;;;;
25.9.2016 15:19:51;1253.64051;0;0;;;;
25.9.2016 15:19:51;1253.164414;0;0;;;;
25.9.2016 15:19:51;1253.264772;0;0;;;;
25.9.2016 15:19:51;1253.365101;0;0;;;;
25.9.2016 15:19:51;1253.465424;0;0;;;;
25.9.2016 15:19:51;1253.565788;0;0;;;;
25.9.2016 15:19:51;1253.666154;0;0;;;;
25.9.2016 15:19:51;1253.766515;0;0;;;;
25.9.2016 15:19:52;1253.866867;0;0;;;;
25.9.2016 15:19:52;1253.967234;0;0;;;;
25.9.2016 15:19:52;1254.67612;0;0;;;;
25.9.2016 15:19:52;1254.167964;0;0;;;;
25.9.2016 15:19:52;1254.268323;0;0;;;;
25.9.2016 15:19:52;1254.368683;0;0;;;;
25.9.2016 15:19:52;1254.469038;0;0;;;;
25.9.2016 15:19:52;1254.569390;0;0;;;;
25.9.2016 15:19:52;1254.669749;0;0;;;;
25.9.2016 15:19:52;1254.770124;0;0;;;;
25.9.2016 15:19:53;1254.870479;0;0;;;;
25.9.2016 15:19:53;1254.970894;0;0;;;;
25.9.2016 15:19:53;1255.71293;0;0;;;;
25.9.2016 15:19:53;1255.171653;0;0;;;;
25.9.2016 15:19:53;1255.272014;0;0;;;;
25.9.2016 15:19:53;1255.372376;0;0;;;;
25.9.2016 15:19:53;1255.472726;0;0;;;;
25.9.2016 15:19:53;1255.573102;0;0;;;;
25.9.2016 15:19:53;1255.673463;0;0;;;;
25.9.2016 15:19:53;1255.773843;0;0;;;;
25.9.2016 15:19:54;1255.874205;0;0;;;;
25.9.2016 15:19:54;1255.974579;0;0;;;;
25.9.2016 15:19:54;1256.74945;0;0;;;;
25.9.2016 15:19:54;1256.175304;0;0;;;;
25.9.2016 15:19:54;1256.275669;0;0;;;;
25.9.2016 15:19:54;1256.376027;0;0;;;;
25.9.2016 15:19:54;1256.476394;0;0;;;;
25.9.2016 15:19:54;1256.576768;0;0;;;;
25.9.2016 15:19:54;1256.677131;0;0;;;;
25.9.2016 15:19:54;1256.777505;0;0;;;;
25.9.2016 15:19:55;1256.877866;0;0;;;;
25.9.2016 15:19:55;1256.978235;0;0;;;;
25.9.2016 15:19:55;1257.78605;0;0;;;;
25.9.2016 15:19:55;1257.178966;0;0;;;;
25.9.2016 15:19:55;1257.279327;0;0;;;;
25.9.2016 15:19:55;1257.379689;0;0;;;;
25.9.2016 15:19:55;1257.480051;0;0;;;;
25.9.2016 15:19:55;1257.580405;0;0;;;;
25.9.2016 15:19:55;1257.680817;0;0;;;;
25.9.2016 15:19:55;1257.781204;0;0;;;;
25.9.2016 15:19:56;1257.881565;0;0;;;;
25.9.2016 15:19:56;1257.981940;0;0;;;;
25.9.2016 15:19:56;1258.82332;0;0;;;;
25.9.2016 15:19:56;1258.182690;0;0;;;;
25.9.2016 15:19:56;1258.283056;0;0;;;;
25.9.2016 15:19:56;1258.383417;0;0;;;;
25.9.2016 15:19:56;1258.483828;0;0;;;;
25.9.2016 15:19:56;1258.584209;0;0;;;;
25.9.2016 15:19:56;1258.684563;0;0;;;;
25.9.2016 15:19:56;1258.784916;0;0;;;;
25.9.2016 15:19:57;1258.885275;0;0;;;;
25.9.2016 15:19:57;1258.985648;0;0;;;;
25.9.2016 15:19:57;1259.86027;0;0;;;;
25.9.2016 15:19:57;1259.186385;0;0;;;;
25.9.2016 15:19:57;1259.286712;0;0;;;;
25.9.2016 15:19:57;1259.387025;0;0;;;;
25.9.2016 15:19:57;1259.487382;0;0;;;;
25.9.2016 15:19:57;1259.587758;0;0;;;;
25.9.2016 15:19:57;1259.688116;0;0;;;;
25.9.2016 15:19:57;1259.788480;0;0;;;;
25.9.2016 15:19:58;1259.888839;0;0;;;;
25.9.2016 15:19:58;1259.989220;0;0;;;;
25.9.2016 15:19:58;1260.89592;0;0;;;;
25.9.2016 15:19:58;1260.189956;0;0;;;;
25.9.2016 15:19:58;1260.290326;0;0;;;;
25.9.2016 15:19:58;1260.390774;0;0;;;;
25.9.2016 15:19:58;1260.491140;0;0;;;;
25.9.2016 15:19:58;1260.591502;0;0;;;;
25.9.2016 15:19:58;1260.691862;0;0;;;;
25.9.2016 15:19:58;1260.792233;0;0;;;;
25.9.2016 15:19:59;1260.892587;0;0;;;;
25.9.2016 15:19:59;1260.992951;0;0;;;;
25.9.2016 15:19:59;1261.93353;0;0;;;;
25.9.2016 15:19:59;1261.193716;0;0;;;;
25.9.2016 15:19:59;1261.294082;0;0;;;;
25.9.2016 15:19:59;1261.394446;0;0;;;;
25.9.2016 15:19:59;1261.494801;0;0;;;;
25.9.2016 15:19:59;1261.595167;0;0;;;;
25.9.2016 15:19:59;1261.695531;0;0;;;;
25.9.2016 15:19:59;1261.795900;0;0;;;;
25.9.2016 15:20:0;1261.896260;0;0;;;;
25.9.2016 15:20:0;1261.996618;0;0;;;;
25.9.2016 15:20:0;1262.96993;0;0;;;;
25.9.2016 15:20:0;1262.197351;0;0;;;;
25.9.2016 15:20:0;1262.297688;0;0;;;;
25.9.2016 15:20:0;1262.398040;0;0;;;;
25.9.2016 15:20:0;1262.498410;0;0;;;;
25.9.2016 15:20:0;1262.598786;0;0;;;;
25.9.2016 15:20:0;1262.699169;0;0;;;;
25.9.2016 15:20:0;1262.799546;0;0;;;;
25.9.2016 15:20:1;1262.899939;0;0;;;;
25.9.2016 15:20:1;1263.347;0;0;;;;
25.9.2016 15:20:1;1263.100797;0;0;;;;
25.9.2016 15:20:1;1263.201178;0;0;;;;
25.9.2016 15:20:1;1263.301543;0;0;;;;
25.9.2016 15:20:1;1263.401895;0;0;;;;
25.9.2016 15:20:1;1263.502247;0;0;;;;
25.9.2016 15:20:1;1263.602600;0;0;;;;
25.9.2016 15:20:1;1263.702954;0;0;;;;
25.9.2016 15:20:1;1263.803316;0;0;;;;
25.9.2016 15:20:2;1263.903669;0;0;;;;
25.9.2016 15:20:2;1264.4029;0;0;;;;
25.9.2016 15:20:2;1264.104422;0;0;;;;
25.9.2016 15:20:2;1264.204800;0;0;;;;
25.9.2016 15:20:2;1264.305168;0;0;;;;
25.9.2016 15:20:2;1264.405526;0;0;;;;
25.9.2016 15:20:2;1264.505881;0;0;;;;
25.9.2016 15:20:2;1264.606231;0;0;;;;
25.9.2016 15:20:2;1264.706591;0;0;;;;
25.9.2016 15:20:2;1264.806966;0;0;;;;
25.9.2016 15:20:3;1264.907328;0;0;;;;
25.9.2016 15:20:3;1265.7698;0;0;;;;
25.9.2016 15:20:3;1265.108023;0;0;;;;
25.9.2016 15:20:3;1265.208331;1.2;0.02;;;;
25.9.2016 15:20:3;1265.308666;0;0;;;;
